Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),mean_tries,success_rate,hard_mode_pct,year,month,day,weekday,word_len
2022-11-10,509.0,unite,27467.0,2575.0,0.01,0.11,0.31,0.33,0.18,0.05,0.01,3.7499999999999996,0.99,0.09374886227108895,2022,11,10,3,5
2022-11-09,508.0,rainy,28984.0,2678.0,0.01,0.16,0.38,0.31,0.11,0.03,0.01,3.4752475247524752,1.0,0.09239580458183826,2022,11,9,2,5
2022-11-08,507.0,spell,27213.0,2531.0,0.0,0.04,0.24,0.37,0.24,0.09,0.01,4.1313131313131315,0.9799999999999999,0.09300701870429574,2022,11,8,1,5
2022-11-07,506.0,begin,26096.0,2439.0,0.0,0.06,0.26,0.36,0.23,0.07,0.01,4.02020202020202,0.98,0.09346259963212752,2022,11,7,0,5
2022-11-06,505.0,stale,31068.0,3013.0,0.02,0.19,0.3,0.27,0.15,0.06,0.02,3.594059405940594,0.99,0.09698081627397966,2022,11,6,6,5
2022-11-05,504.0,dream,29743.0,2751.0,0.05,0.14,0.31,0.29,0.15,0.04,0.01,3.5151515151515147,0.9800000000000001,0.09249235114144505,2022,11,5,5,5
2022-11-04,503.0,photo,27330.0,2565.0,0.0,0.05,0.34,0.43,0.15,0.03,0.0,3.77,1.0,0.0938529088913282,2022,11,4,4,5
2022-11-03,502.0,aloud,29554.0,2819.0,0.01,0.18,0.31,0.3,0.15,0.04,0.01,3.56,0.9900000000000001,0.09538471949651485,2022,11,3,3,5
2022-11-02,501.0,inept,27670.0,2640.0,0.0,0.06,0.3,0.39,0.2,0.06,0.01,3.9313725490196076,1.01,0.09541019154318757,2022,11,2,2,5
2022-11-01,500.0,piney,27502.0,3667.0,0.0,0.01,0.14,0.37,0.33,0.14,0.02,4.5049504950495045,0.9900000000000001,0.13333575739946185,2022,11,1,1,5
2022-10-31,499.0,aptly,26498.0,2572.0,0.0,0.03,0.26,0.41,0.23,0.07,0.01,4.079207920792079,1.0,0.09706392935315873,2022,10,31,0,5
2022-10-30,498.0,waltz,24672.0,2496.0,0.0,0.02,0.11,0.29,0.35,0.19,0.03,4.6767676767676765,0.96,0.10116731517509728,2022,10,30,6,5
2022-10-29,497.0,libel,25156.0,2536.0,0.0,0.03,0.15,0.32,0.32,0.16,0.02,4.489999999999999,0.9800000000000001,0.10081093973604707,2022,10,29,5,5
2022-10-28,496.0,sneak,27905.0,2636.0,0.0,0.07,0.28,0.36,0.21,0.07,0.01,3.9599999999999995,0.99,0.094463357821179,2022,10,28,4,5
2022-10-27,495.0,carry,27609.0,2615.0,0.0,0.04,0.22,0.35,0.24,0.12,0.03,4.27,0.97,0.09471549132529247,2022,10,27,3,5
2022-10-26,494.0,flout,30063.0,2904.0,0.0,0.06,0.28,0.37,0.21,0.07,0.01,3.98,0.99,0.09659714599341383,2022,10,26,2,5
2022-10-25,493.0,foggy,28953.0,2817.0,0.0,0.02,0.13,0.35,0.32,0.15,0.03,4.54,0.9700000000000001,0.09729561703450419,2022,10,25,1,5
2022-10-24,492.0,fault,28947.0,2768.0,0.0,0.07,0.27,0.35,0.22,0.08,0.01,4.000000000000001,0.9899999999999999,0.09562303520226621,2022,10,24,0,5
2022-10-23,491.0,mummy,29279.0,3021.0,0.0,0.01,0.04,0.14,0.27,0.37,0.18,5.475247524752475,0.8300000000000001,0.10317975340687865,2022,10,23,6,5
2022-10-22,490.0,spiel,29084.0,2810.0,0.0,0.07,0.32,0.36,0.19,0.06,0.01,3.881188118811881,1.0,0.09661669646541053,2022,10,22,5,5
2022-10-21,489.0,grove,28637.0,2794.0,0.0,0.04,0.18,0.3,0.28,0.17,0.03,4.45,0.9700000000000001,0.09756608583301324,2022,10,21,4,5
2022-10-20,488.0,denim,28741.0,2769.0,0.0,0.05,0.29,0.4,0.2,0.05,0.0,3.909090909090909,0.99,0.09634320308966285,2022,10,20,3,5
2022-10-19,487.0,quirk,28322.0,2794.0,0.0,0.03,0.23,0.39,0.24,0.09,0.02,4.1899999999999995,0.98,0.09865122519596074,2022,10,19,2,5
2022-10-18,486.0,exist,28612.0,2805.0,0.0,0.05,0.24,0.38,0.23,0.08,0.01,4.080808080808081,0.9799999999999999,0.0980357891793653,2022,10,18,1,5
2022-10-17,485.0,stein,31269.0,2965.0,0.01,0.12,0.34,0.32,0.16,0.05,0.01,3.6831683168316824,1.0,0.09482234801240845,2022,10,17,0,5
2022-10-16,484.0,spade,30459.0,2854.0,0.01,0.08,0.29,0.36,0.19,0.06,0.01,3.8599999999999994,0.99,0.0936997275025444,2022,10,16,6,5
2022-10-15,483.0,catch,30403.0,3123.0,0.0,0.07,0.18,0.2,0.15,0.16,0.23,4.848484848484849,0.76,0.10272012630332533,2022,10,15,5,5
2022-10-14,482.0,floor,28906.0,2752.0,0.0,0.03,0.23,0.44,0.24,0.06,0.0,4.07,1.0,0.0952051477201965,2022,10,14,4,5
2022-10-13,481.0,equal,27197.0,2677.0,0.0,0.05,0.23,0.35,0.25,0.11,0.02,4.198019801980197,0.99,0.0984299738941795,2022,10,13,3,5
2022-10-12,480.0,ionic,29151.0,2947.0,0.0,0.02,0.13,0.25,0.28,0.21,0.11,4.859999999999999,0.89,0.10109430208226133,2022,10,12,2,5
2022-10-11,479.0,valid,28575.0,2752.0,0.0,0.04,0.28,0.38,0.21,0.08,0.01,4.040000000000001,0.9899999999999999,0.0963079615048119,2022,10,11,1,5
2022-10-10,478.0,enjoy,26878.0,2654.0,0.0,0.03,0.12,0.29,0.33,0.2,0.03,4.64,0.97,0.09874246595728849,2022,10,10,0,5
2022-10-09,477.0,howdy,28408.0,2668.0,0.0,0.02,0.13,0.32,0.32,0.17,0.04,4.61,0.9600000000000001,0.09391720642072655,2022,10,9,6,5
2022-10-08,476.0,vigor,26905.0,2642.0,0.0,0.02,0.15,0.35,0.31,0.14,0.02,4.4646464646464645,0.9700000000000001,0.09819736108530012,2022,10,8,5,5
2022-10-07,475.0,dandy,29026.0,2840.0,0.0,0.02,0.11,0.23,0.29,0.24,0.11,4.95,0.8899999999999999,0.09784331289189004,2022,10,7,4,5
2022-10-06,474.0,sloth,32522.0,2987.0,0.01,0.1,0.38,0.34,0.13,0.03,0.0,3.5757575757575752,0.9900000000000001,0.09184551995572228,2022,10,6,3,5
2022-10-05,473.0,marxh,30935.0,2885.0,0.0,0.09,0.3,0.35,0.19,0.06,0.01,3.8599999999999994,0.99,0.09326006141910458,2022,10,5,2,5
2022-10-04,472.0,bough,32014.0,3060.0,0.0,0.03,0.17,0.35,0.28,0.13,0.03,4.404040404040404,0.9600000000000001,0.0955831823577185,2022,10,4,1,5
2022-10-03,471.0,sting,32288.0,2969.0,0.01,0.1,0.3,0.33,0.18,0.08,0.02,3.8725490196078436,0.9999999999999999,0.09195366699702676,2022,10,3,0,5
2022-10-02,470.0,twine,30088.0,2775.0,0.0,0.06,0.28,0.4,0.2,0.05,0.01,3.93,0.99,0.09222946024993353,2022,10,2,6,5
2022-10-01,469.0,leave,28202.0,2696.0,0.0,0.04,0.16,0.34,0.31,0.12,0.01,4.346938775510203,0.9700000000000001,0.09559605701723282,2022,10,1,5,5
2022-09-30,468.0,scorn,31223.0,2859.0,0.0,0.08,0.31,0.35,0.2,0.06,0.01,3.8811881188118806,1.0,0.09156711398648432,2022,9,30,4,5
2022-09-29,467.0,scald,30477.0,2829.0,0.0,0.04,0.23,0.36,0.24,0.11,0.02,4.21,0.98,0.09282409685992715,2022,9,29,3,5
2022-09-28,466.0,usurp,31355.0,3007.0,0.0,0.03,0.21,0.38,0.26,0.09,0.01,4.204081632653061,0.97,0.09590177005262318,2022,9,28,2,5
2022-09-27,465.0,soggy,30985.0,2888.0,0.0,0.02,0.18,0.38,0.28,0.11,0.02,4.343434343434343,0.97,0.09320639018880103,2022,9,27,1,5
2022-09-26,464.0,brisk,31706.0,2884.0,0.0,0.05,0.23,0.38,0.24,0.07,0.01,4.081632653061224,0.97,0.09096070144452154,2022,9,26,0,5
2022-09-25,463.0,admit,28994.0,2677.0,0.0,0.1,0.25,0.34,0.22,0.08,0.01,3.9600000000000004,0.9899999999999999,0.09232944747189073,2022,9,25,6,5
2022-09-24,462.0,grate,32777.0,3077.0,0.01,0.14,0.29,0.28,0.16,0.08,0.03,3.808080808080808,0.96,0.0938768038563627,2022,9,24,5,5
2022-09-23,461.0,glory,31509.0,2893.0,0.0,0.06,0.3,0.39,0.19,0.05,0.0,3.868686868686869,0.99,0.09181503697356311,2022,9,23,4,5
2022-09-22,460.0,saint,34455.0,3119.0,0.01,0.14,0.35,0.29,0.15,0.05,0.01,3.6199999999999997,0.9900000000000001,0.09052387171673197,2022,9,22,3,5
2022-09-21,459.0,recap,31976.0,2900.0,0.0,0.05,0.3,0.35,0.21,0.08,0.01,4.000000000000001,0.9899999999999999,0.09069301976482362,2022,9,21,2,5
2022-09-20,458.0,alike,31277.0,2843.0,0.0,0.06,0.2,0.33,0.27,0.12,0.02,4.25,0.9800000000000001,0.09089746459059372,2022,9,20,1,5
2022-09-19,457.0,trice,35050.0,3430.0,0.0,0.05,0.24,0.25,0.18,0.17,0.11,4.51,0.89,0.0978601997146933,2022,9,19,0,5
2022-09-18,456.0,stick,33102.0,3038.0,0.01,0.09,0.36,0.35,0.14,0.04,0.0,3.6464646464646466,0.99,0.09177693190743762,2022,9,18,6,5
2022-09-17,455.0,chute,33418.0,3073.0,0.0,0.11,0.37,0.36,0.12,0.03,0.0,3.5858585858585856,0.99,0.09195643066610809,2022,9,17,5,5
2022-09-16,454.0,parer,37309.0,4130.0,0.0,0.0,0.04,0.11,0.15,0.22,0.48,5.99,0.52,0.1106971508215176,2022,9,16,4,5
2022-09-15,453.0,doubt,33344.0,3011.0,0.01,0.12,0.32,0.34,0.16,0.04,0.0,3.6464646464646466,0.9900000000000001,0.09030110364683301,2022,9,15,3,5
2022-09-14,452.0,thyme,32142.0,2938.0,0.01,0.05,0.24,0.41,0.23,0.05,0.0,3.95959595959596,0.99,0.09140688196129675,2022,9,14,2,5
2022-09-13,451.0,alpha,29497.0,2706.0,0.0,0.03,0.19,0.4,0.28,0.09,0.01,4.240000000000001,0.99,0.09173814286198596,2022,9,13,1,5
2022-09-12,450.0,booze,29147.0,2883.0,0.0,0.01,0.07,0.27,0.38,0.23,0.04,4.87,0.96,0.09891240951041273,2022,9,12,0,5
2022-09-11,449.0,tibia,27887.0,2675.0,0.0,0.01,0.14,0.4,0.3,0.12,0.02,4.444444444444444,0.9700000000000001,0.09592283142682971,2022,9,11,6,5
2022-09-10,448.0,lofty,29237.0,2777.0,0.0,0.04,0.19,0.34,0.27,0.13,0.03,4.3500000000000005,0.9700000000000001,0.09498238533365257,2022,9,10,5,5
2022-09-09,447.0,theme,32172.0,2909.0,0.0,0.08,0.29,0.4,0.18,0.04,0.0,3.8080808080808075,0.99,0.09042024120353102,2022,9,9,4,5
2022-09-08,446.0,class,31962.0,3001.0,0.0,0.04,0.21,0.32,0.22,0.13,0.07,4.404040404040404,0.92,0.0938927476378199,2022,9,8,3,5
2022-09-07,445.0,leery,30992.0,2873.0,0.0,0.03,0.17,0.37,0.28,0.12,0.02,4.353535353535353,0.9700000000000001,0.09270134228187919,2022,9,7,2,5
2022-09-06,444.0,taunt,32734.0,3022.0,0.0,0.04,0.19,0.27,0.21,0.16,0.13,4.65,0.87,0.09231991201808518,2022,9,6,1,5
2022-09-05,443.0,whoop,32733.0,2970.0,0.0,0.01,0.16,0.47,0.29,0.07,0.01,4.2772277227722775,1.0,0.09073412152873248,2022,9,5,0,5
2022-09-04,442.0,inter,32018.0,2889.0,0.0,0.06,0.25,0.36,0.23,0.08,0.01,4.050505050505051,0.9799999999999999,0.09023049534636766,2022,9,4,6,5
2022-09-03,441.0,gully,31191.0,2877.0,0.0,0.01,0.09,0.27,0.31,0.25,0.07,4.91,0.9299999999999999,0.09223814561892854,2022,9,3,5,5
2022-09-02,440.0,charm,35724.0,3149.0,0.01,0.12,0.32,0.34,0.16,0.05,0.01,3.7029702970297027,1.0,0.0881480237375434,2022,9,2,4,5
2022-09-01,439.0,fungi,31903.0,2928.0,0.0,0.02,0.18,0.41,0.28,0.09,0.01,4.272727272727273,0.98,0.09177820267686425,2022,9,1,3,5
2022-08-31,438.0,prize,35343.0,3166.0,0.0,0.05,0.12,0.2,0.32,0.26,0.05,4.77,0.95,0.08957926604985429,2022,8,31,2,5
2022-08-30,437.0,onset,33660.0,3009.0,0.0,0.04,0.29,0.4,0.21,0.06,0.01,3.9900990099009896,1.0,0.0893939393939394,2022,8,30,1,5
2022-08-29,436.0,chief,34281.0,3072.0,0.01,0.06,0.32,0.38,0.18,0.05,0.0,3.8099999999999996,1.0,0.08961232169423296,2022,8,29,0,5
2022-08-28,435.0,gauze,30214.0,2866.0,0.0,0.02,0.11,0.24,0.31,0.25,0.08,4.891089108910891,0.9299999999999999,0.09485668895214139,2022,8,28,6,5
2022-08-27,434.0,ruder,31241.0,2784.0,0.0,0.02,0.16,0.33,0.29,0.16,0.04,4.53,0.9600000000000001,0.08911366473544381,2022,8,27,5,5
2022-08-26,433.0,irony,34716.0,3046.0,0.0,0.06,0.29,0.34,0.21,0.08,0.01,3.9898989898989905,0.9799999999999999,0.08774052310173983,2022,8,26,4,5
2022-08-25,432.0,clown,36737.0,3175.0,0.01,0.08,0.29,0.36,0.2,0.06,0.01,3.8712871287128707,1.0,0.08642512997795139,2022,8,25,3,5
2022-08-24,431.0,needy,33700.0,2927.0,0.0,0.02,0.21,0.41,0.26,0.09,0.01,4.2200000000000015,0.9899999999999999,0.08685459940652819,2022,8,24,2,5
2022-08-23,430.0,woven,33549.0,2933.0,0.0,0.02,0.13,0.32,0.32,0.17,0.03,4.585858585858586,0.9600000000000001,0.08742436436257414,2022,8,23,1,5
2022-08-22,429.0,merit,35888.0,3123.0,0.0,0.07,0.33,0.37,0.17,0.05,0.0,3.7979797979797976,0.9900000000000001,0.08702073116362015,2022,8,22,0,5
2022-08-21,428.0,waste,35617.0,3186.0,0.01,0.07,0.19,0.27,0.24,0.17,0.05,4.369999999999999,0.9500000000000001,0.08945166633910773,2022,8,21,6,5
2022-08-20,427.0,treat,38245.0,3249.0,0.01,0.22,0.32,0.26,0.14,0.05,0.01,3.485148514851485,1.0,0.08495228134396653,2022,8,20,5,5
2022-08-19,426.0,shrug,33965.0,2987.0,0.0,0.04,0.23,0.36,0.26,0.1,0.01,4.18,0.99,0.08794347122037391,2022,8,19,4,5
2022-08-18,425.0,twang,34938.0,3172.0,0.0,0.03,0.22,0.43,0.25,0.07,0.01,4.138613861386139,1.0,0.09078939836281413,2022,8,18,3,5
2022-08-17,424.0,twice,35815.0,3173.0,0.01,0.06,0.28,0.38,0.21,0.06,0.01,3.9306930693069306,1.0,0.08859416445623342,2022,8,17,2,5
2022-08-16,423.0,gruel,35105.0,3087.0,0.0,0.03,0.19,0.39,0.29,0.09,0.01,4.250000000000002,0.9899999999999999,0.08793619142572283,2022,8,16,1,5
2022-08-15,422.0,poker,35376.0,3180.0,0.0,0.04,0.17,0.3,0.27,0.17,0.05,4.51,0.9500000000000001,0.08989145183175033,2022,8,15,0,5
2022-08-14,421.0,khaki,31652.0,2968.0,0.0,0.02,0.17,0.33,0.28,0.16,0.04,4.510000000000001,0.9600000000000001,0.09376974598761531,2022,8,14,6,5
2022-08-13,420.0,hunky,35276.0,3185.0,0.0,0.01,0.11,0.33,0.25,0.22,0.07,4.777777777777779,0.9199999999999999,0.09028801451411725,2022,8,13,5,5
2022-08-12,419.0,label,34198.0,3076.0,0.0,0.04,0.18,0.32,0.29,0.15,0.02,4.39,0.9800000000000001,0.08994678051348032,2022,8,12,4,5
2022-08-11,418.0,glean,37301.0,3243.0,0.0,0.06,0.23,0.37,0.24,0.08,0.01,4.08080808080808,0.98,0.08694136886410551,2022,8,11,3,5
2022-08-10,417.0,cling,37654.0,3312.0,0.0,0.04,0.2,0.34,0.27,0.13,0.02,4.31,0.9800000000000001,0.08795878259945822,2022,8,10,2,5
2022-08-09,416.0,patty,36223.0,3019.0,0.0,0.02,0.16,0.39,0.29,0.12,0.01,4.363636363636363,0.9800000000000001,0.08334483615382492,2022,8,9,1,5
2022-08-08,415.0,unfit,35516.0,3187.0,0.0,0.03,0.24,0.38,0.25,0.09,0.01,4.16,0.99,0.08973420430228629,2022,8,8,0,5
2022-08-07,414.0,smear,36223.0,3190.0,0.0,0.02,0.16,0.39,0.29,0.12,0.02,4.39,0.9800000000000001,0.08806559368357121,2022,8,7,6,5
2022-08-06,413.0,alien,38841.0,3395.0,0.03,0.17,0.31,0.29,0.15,0.04,0.0,3.484848484848485,0.9900000000000001,0.0874076362606524,2022,8,6,5,5
2022-08-05,412.0,buggy,37350.0,3428.0,0.0,0.01,0.09,0.29,0.34,0.22,0.05,4.82,0.95,0.09178045515394913,2022,8,5,4,5
2022-08-04,411.0,rhyme,37229.0,3336.0,0.0,0.04,0.22,0.39,0.25,0.08,0.01,4.141414141414141,0.98,0.08960756399580971,2022,8,4,3,5
2022-08-03,410.0,youth,38381.0,3327.0,0.01,0.05,0.17,0.31,0.29,0.15,0.03,4.376237623762376,0.9800000000000001,0.08668351528099841,2022,8,3,2,5
2022-08-02,409.0,coyly,34909.0,3380.0,0.0,0.0,0.04,0.17,0.28,0.35,0.15,5.404040404040403,0.8400000000000001,0.09682316881033544,2022,8,2,1,5
2022-08-01,408.0,quart,36662.0,3303.0,0.0,0.05,0.2,0.33,0.27,0.13,0.02,4.29,0.9800000000000001,0.09009328459985816,2022,8,1,0,5
2022-07-31,407.0,cramp,39250.0,3369.0,0.01,0.08,0.26,0.33,0.19,0.1,0.02,4.000000000000001,0.9699999999999999,0.0858343949044586,2022,7,31,6,5
2022-07-30,406.0,bluff,37353.0,3171.0,0.0,0.02,0.14,0.42,0.31,0.1,0.01,4.360000000000002,0.9899999999999999,0.08489277969640993,2022,7,30,5,5
2022-07-29,405.0,upset,37791.0,3213.0,0.0,0.05,0.3,0.38,0.2,0.06,0.01,3.9499999999999997,0.99,0.08502024291497975,2022,7,29,4,5
2022-07-28,404.0,stomp,40650.0,3490.0,0.0,0.07,0.26,0.32,0.21,0.11,0.02,4.090909090909091,0.97,0.08585485854858549,2022,7,28,3,5
2022-07-27,403.0,motto,38384.0,3285.0,0.0,0.01,0.11,0.36,0.36,0.14,0.01,4.545454545454546,0.98,0.08558253438932889,2022,7,27,2,5
2022-07-26,402.0,cinch,39171.0,3507.0,0.0,0.02,0.15,0.24,0.22,0.25,0.13,4.910891089108911,0.88,0.08953052002757142,2022,7,26,1,5
2022-07-25,401.0,elope,39228.0,3339.0,0.0,0.04,0.22,0.32,0.26,0.13,0.02,4.282828282828283,0.9700000000000001,0.08511777301927195,2022,7,25,0,5
